,5_n,5_p,5_l,6_n,6_p,6_l
291,IGHA1,0.002334150547417652,0.733313,IGHA1,0.002334150547417652,-0.733313
292,NDFIP1,0.002342780970428928,-0.40496945,NDFIP1,0.002342780970428928,0.40496945
293,CKAP4,0.002360477708061101,-0.5299844,CKAP4,0.002360477708061101,0.5299844
294,HMGN1,0.0024739744794720583,-0.25699946,HMGN1,0.0024739744794720583,0.25699946
295,ADI1,0.002519793708355433,-0.45407557,ADI1,0.002519793708355433,0.45407557
296,SEP15,0.002520902846883438,-0.37053496,SEP15,0.002520902846883438,0.37053496
297,CECR1,0.002556631937906854,-0.4281815,CECR1,0.002556631937906854,0.4281815
298,CDK2AP2,0.002560005172880321,-0.36475074,CDK2AP2,0.002560005172880321,0.36475074
299,EIF3K,0.0025867592921483638,-0.1900877,EIF3K,0.0025867592921483638,0.1900877
300,PSMA3,0.002631405360892397,-0.4702858,PSMA3,0.002631405360892397,0.4702858
301,MAGT1,0.002731161309016286,-0.64626604,MAGT1,0.002731161309016286,0.64626604
302,KRT10,0.0027987581973148035,-0.2348283,KRT10,0.0027987581973148035,0.2348283
303,NDUFA13,0.0028409535274297095,-0.4305713,NDUFA13,0.0028409535274297095,0.4305713
304,RHOA,0.0028558378555300396,-0.30143982,RHOA,0.0028558378555300396,0.30143982
305,GNL3,0.0028716263003452894,-0.39597315,GNL3,0.0028716263003452894,0.39597315
306,COX17,0.0028971376026730683,-0.3215955,COX17,0.0028971376026730683,0.3215955
307,GTF2A2,0.0029021805049045104,-0.41315347,GTF2A2,0.0029021805049045104,0.41315347
308,MDH2,0.0029492085884218018,-0.3400822,MDH2,0.0029492085884218018,0.3400822
309,TMBIM4,0.0029654673928383676,-0.35978565,TMBIM4,0.0029654673928383676,0.35978565
310,UPF2,0.0029956320781880535,-0.54964685,UPF2,0.0029956320781880535,0.54964685
311,C4ORF3,0.0029969310839552984,-0.24398488,C4ORF3,0.0029969310839552984,0.24398488
312,CHCHD10,0.0030243291855951804,-0.26803023,CHCHD10,0.0030243291855951804,0.26803023
313,ARPC2,0.0030453570679353837,-0.20218074,ARPC2,0.0030453570679353837,0.20218074
314,SNRPG,0.003372848778232573,-0.3035372,SNRPG,0.003372848778232573,0.3035372
315,MPC2,0.003404333648323134,-0.3958245,MPC2,0.003404333648323134,0.3958245
316,UBC,0.0034111499292698304,-0.19739693,UBC,0.0034111499292698304,0.19739693
317,SKP1,0.0034165142922746947,-0.3275197,SKP1,0.0034165142922746947,0.3275197
318,NDUFC1,0.003425798101750617,-0.41268227,NDUFC1,0.003425798101750617,0.41268227
319,PSMD7,0.0034904350656082043,-0.44117972,PSMD7,0.0034904350656082043,0.44117972
320,CCDC57,0.0035179019971747585,-0.48675513,CCDC57,0.0035179019971747585,0.48675513
321,UNC50,0.0035703776367755004,-0.70423067,UNC50,0.0035703776367755004,0.70423067
322,CD99,0.0036158490129265053,-0.37883356,CD99,0.0036158490129265053,0.37883356
323,MTHFD2,0.003656651821147733,-0.43724915,MTHFD2,0.003656651821147733,0.43724915
324,EMC4,0.0036680889235394883,-0.3375988,EMC4,0.0036680889235394883,0.3375988
325,GUK1,0.003728404897113237,-0.17591587,GUK1,0.003728404897113237,0.17591587
326,NDUFV2,0.003803049230007152,-0.2925628,NDUFV2,0.003803049230007152,0.2925628
327,KLF2,0.003908730134799595,-0.32592574,KLF2,0.003908730134799595,0.32592574
328,ATP5G3,0.003928077882368233,-0.22624095,ATP5G3,0.003928077882368233,0.22624095
329,TOMM20,0.004068252917358765,-0.35533717,TOMM20,0.004068252917358765,0.35533717
330,PGAM1,0.004108469003850551,-0.41197187,PGAM1,0.004108469003850551,0.41197187
331,TTC14,0.004163625038067907,-0.8099168,TTC14,0.004163625038067907,0.8099168
332,RRBP1,0.004195275523650595,-0.27898008,RRBP1,0.004195275523650595,0.27898008
333,TXNDC12,0.00420292760849305,-0.6271742,TXNDC12,0.00420292760849305,0.6271742
334,CYTIP,0.004228921009962863,-0.29724196,CYTIP,0.004228921009962863,0.29724196
335,DNAJC4,0.0042657955859255175,-0.34978056,DNAJC4,0.0042657955859255175,0.34978056
336,CLPTM1L,0.004285541055934714,-0.44235915,CLPTM1L,0.004285541055934714,0.44235915
337,NOP10,0.004507648682612378,-0.2461059,NOP10,0.004507648682612378,0.2461059
338,TAX1BP1,0.004549882814246143,-0.53904647,TAX1BP1,0.004549882814246143,0.53904647
339,TXNL1,0.004583545467754247,-0.4966981,TXNL1,0.004583545467754247,0.4966981
340,CITED2,0.004765818505419181,-0.36773795,CITED2,0.004765818505419181,0.36773795
341,ERH,0.004811567622460989,-0.2657531,ERH,0.004811567622460989,0.2657531
342,PLP2,0.004906292820392351,-0.27288562,PLP2,0.004906292820392351,0.27288562
343,MCL1,0.0049355144779809285,-0.32081985,MCL1,0.0049355144779809285,0.32081985
344,ATP5G2,0.005004771443293722,-0.16511226,ATP5G2,0.005004771443293722,0.16511226
345,SCAND1,0.005140976642808041,-0.31361064,SCAND1,0.005140976642808041,0.31361064
346,NEDD8,0.005189255972530671,-0.28984883,NEDD8,0.005189255972530671,0.28984883
347,IFI27L2,0.0051935355205139306,-0.28456372,IFI27L2,0.0051935355205139306,0.28456372
348,PDXK,0.00520496324341002,-0.28685766,PDXK,0.00520496324341002,0.28685766
349,SAR1B,0.0052797988737333075,-0.4526648,SAR1B,0.0052797988737333075,0.4526648
350,PSENEN,0.005313208180688924,-0.39974096,PSENEN,0.005313208180688924,0.39974096
351,HINT2,0.005314665080995438,-0.34359583,HINT2,0.005314665080995438,0.34359583
352,CCDC53,0.0053292539405379955,-0.4999979,CCDC53,0.0053292539405379955,0.4999979
353,GNG5,0.0053879717322299295,-0.23825493,GNG5,0.0053879717322299295,0.23825493
354,PCMTD1,0.005400524267570548,-0.5116305,PCMTD1,0.005400524267570548,0.5116305
355,TUFM,0.005489133870128265,-0.24594939,TUFM,0.005489133870128265,0.24594939
356,RACK1,0.00565949605569666,-0.08343193,RACK1,0.00565949605569666,0.08343193
357,BOLA2B,0.0058274842409478545,-0.24404745,BOLA2B,0.0058274842409478545,0.24404745
358,SRGN,0.005831443876613143,-0.16708556,SRGN,0.005831443876613143,0.16708556
359,ATP6AP2,0.005859229307840018,-0.49823004,ATP6AP2,0.005859229307840018,0.49823004
360,TMSB10,0.006066115467027571,-0.11675513,TMSB10,0.006066115467027571,0.11675513
361,IDH2,0.006202086705771492,-0.2480581,IDH2,0.006202086705771492,0.2480581
362,TEX264,0.006234822541944461,-0.52181256,TEX264,0.006234822541944461,0.52181256
363,C12ORF57,0.0062533574589600065,-0.27606058,C12ORF57,0.0062533574589600065,0.27606058
364,C14ORF166,0.006308409844515003,-0.30033502,C14ORF166,0.006308409844515003,0.30033502
365,GMPPB,0.006314364506077845,-0.34290305,GMPPB,0.006314364506077845,0.34290305
366,S100A11,0.006437122207909783,-0.35555172,S100A11,0.006437122207909783,0.35555172
367,NDUFB2,0.006584081122243516,-0.23200172,NDUFB2,0.006584081122243516,0.23200172
368,C19ORF70,0.006593807858230568,-0.3391711,C19ORF70,0.006593807858230568,0.3391711
369,CDKN1B,0.006699862455385472,-0.5544662,CDKN1B,0.006699862455385472,0.5544662
370,COX6B1,0.006729542874713781,-0.14404489,COX6B1,0.006729542874713781,0.14404489
371,PDK1,0.006827506887129381,-0.44457352,PDK1,0.006827506887129381,0.44457352
372,RNASE6,0.007080876054351398,-0.71072185,RNASE6,0.007080876054351398,0.71072185
373,LSP1,0.00710071133313032,-0.23110256,LSP1,0.00710071133313032,0.23110256
374,SELT,0.007158611314344043,-0.29681736,SELT,0.007158611314344043,0.29681736
375,PSMB5,0.007204469522620059,-0.34058356,PSMB5,0.007204469522620059,0.34058356
376,OCIAD1,0.0073076453897607885,-0.38635308,OCIAD1,0.0073076453897607885,0.38635308
377,ALG14,0.007381732403914882,-0.62285745,ALG14,0.007381732403914882,0.62285745
378,PSMB6,0.0074072322182066495,-0.24608204,PSMB6,0.0074072322182066495,0.24608204
379,PARK7,0.007611071932353698,-0.20538998,PARK7,0.007611071932353698,0.20538998
380,C19ORF24,0.007697055418040363,-0.31923717,C19ORF24,0.007697055418040363,0.31923717
381,HSPE1,0.007709264134149257,-0.2974959,HSPE1,0.007709264134149257,0.2974959
382,PTP4A2,0.007874751022051762,-0.31450227,PTP4A2,0.007874751022051762,0.31450227
383,TMED2,0.008120947009515668,-0.20473814,TMED2,0.008120947009515668,0.20473814
384,SPATS2,0.008262845997246077,-0.2712997,SPATS2,0.008262845997246077,0.2712997
385,HNRNPA0,0.00826609659928511,-0.3999681,HNRNPA0,0.00826609659928511,0.3999681
386,COX8A,0.0086307249608945,-0.22580807,COX8A,0.0086307249608945,0.22580807
387,MESDC2,0.008635231528382586,-0.3557388,MESDC2,0.008635231528382586,0.3557388
388,MRPL55,0.008671359855346747,-0.35108042,MRPL55,0.008671359855346747,0.35108042
389,FKBP1A,0.008750861950358955,-0.380658,FKBP1A,0.008750861950358955,0.380658
390,MIF,0.008857493453190382,-0.27419534,MIF,0.008857493453190382,0.27419534
391,PSMB3,0.008917619971148889,-0.22936955,PSMB3,0.008917619971148889,0.22936955
392,ASAH1,0.009088390069471286,-0.4095714,ASAH1,0.009088390069471286,0.4095714
393,HSD17B8,0.009270474962630903,-0.4476881,HSD17B8,0.009270474962630903,0.4476881
394,IFI27L1,0.009339138395177176,-0.48262832,IFI27L1,0.009339138395177176,0.48262832
395,NANS,0.009400958324783165,-0.30206782,NANS,0.009400958324783165,0.30206782
396,HSPA13,0.00945214267225438,-0.68586797,HSPA13,0.00945214267225438,0.68586797
397,MAP1LC3B,0.009610909393883885,-0.3295549,MAP1LC3B,0.009610909393883885,0.3295549
398,AKR1A1,0.009622074360614526,-0.26346344,AKR1A1,0.009622074360614526,0.26346344
399,COX7A2L,0.009841481561293743,-0.31411922,COX7A2L,0.009841481561293743,0.31411922
400,GRN,0.010197892189632773,-0.47108147,GRN,0.010197892189632773,0.47108147
401,IGHG4,0.010209662637723138,-0.7357158,IGHG4,0.010209662637723138,0.7357158
402,ERO1A,0.010280539640968903,-0.8821211,ERO1A,0.010280539640968903,0.8821211
403,NDUFA11,0.01040762520115646,-0.15452145,NDUFA11,0.01040762520115646,0.15452145
404,PARL,0.010432942625420534,-0.6158217,PARL,0.010432942625420534,0.6158217
405,TBCA,0.010486421651297944,-0.25655264,TBCA,0.010486421651297944,0.25655264
406,TCEA1,0.01068233322921878,-0.32595178,TCEA1,0.01068233322921878,0.32595178
407,SLC39A7,0.0107863123427821,-0.6314032,SLC39A7,0.0107863123427821,0.6314032
408,NCLN,0.01085659132501036,-0.6095359,NCLN,0.01085659132501036,0.6095359
409,SCFD1,0.01087318658917382,-0.50851023,SCFD1,0.01087318658917382,0.50851023
410,TMEM50A,0.010981606441399025,-0.3290451,TMEM50A,0.010981606441399025,0.3290451
411,BUD31,0.010981606441399025,-0.41090763,BUD31,0.010981606441399025,0.41090763
412,FAM177A1,0.011008161469706079,-0.38744214,FAM177A1,0.011008161469706079,0.38744214
413,GADD45A,0.01125686982835466,-0.58900714,GADD45A,0.01125686982835466,0.58900714
414,LDHA,0.011498915039819608,-0.33394685,LDHA,0.011498915039819608,0.33394685
415,ZBTB8OS,0.011539701911717899,-0.3537108,ZBTB8OS,0.011539701911717899,0.3537108
416,ORMDL1,0.011565989789941517,-0.3257132,ORMDL1,0.011565989789941517,0.3257132
417,NGLY1,0.01162312923160976,-0.525803,NGLY1,0.01162312923160976,0.525803
418,CYCS,0.011629003824980116,-0.23597506,CYCS,0.011629003824980116,0.23597506
419,MKKS,0.011636350771135067,-0.46227378,MKKS,0.011636350771135067,0.46227378
420,TIMM17A,0.011723356245976828,-0.43815953,TIMM17A,0.011723356245976828,0.43815953
421,SEL1L3,0.011882619061625535,-0.27447984,SEL1L3,0.011882619061625535,0.27447984
422,DDX17,0.011897601017464402,-0.37036756,DDX17,0.011897601017464402,0.37036756
423,IGLV1-40,0.011932123096606169,-3.3935745,IGLV1-40,0.011932123096606169,3.3935745
424,N4BP2L2,0.012150287019267424,-0.30063328,N4BP2L2,0.012150287019267424,0.30063328
425,CDC42,0.012186989344613135,-0.36192098,CDC42,0.012186989344613135,0.36192098
426,CALU,0.012203844051387256,-0.47858667,CALU,0.012203844051387256,0.47858667
427,C19ORF60,0.0122930563437992,-0.3302778,C19ORF60,0.0122930563437992,0.3302778
428,CXCR4,0.012325499526658406,-0.91478825,CXCR4,0.012325499526658406,0.91478825
429,KDELR1,0.012395276154133472,-0.21801434,KDELR1,0.012395276154133472,0.21801434
430,SRRM1,0.012509213660886642,-0.30650464,SRRM1,0.012509213660886642,0.30650464
431,COPZ1,0.012583060527330981,-0.32239136,COPZ1,0.012583060527330981,0.32239136
432,WDR83OS,0.012709645224323376,-0.25152284,WDR83OS,0.012709645224323376,0.25152284
433,HNRNPK,0.012887148003848764,-0.32310054,HNRNPK,0.012887148003848764,0.32310054
434,ORMDL2,0.013027801449605265,-0.45169237,ORMDL2,0.013027801449605265,0.45169237
435,PNRC1,0.013104350138673978,-0.26628757,PNRC1,0.013104350138673978,0.26628757
436,UAP1,0.013220741860983896,-0.5419139,UAP1,0.013220741860983896,0.5419139
437,IGLV1-51,0.013248745558915831,-3.1538236,IGLV1-51,0.013248745558915831,3.1538236
438,POLR2L,0.013313187569274266,-0.1588784,POLR2L,0.013313187569274266,0.1588784
439,NDUFAF3,0.01342287464598233,-0.26806408,NDUFAF3,0.01342287464598233,0.26806408
440,DSTN,0.013451256410346023,-0.29540914,DSTN,0.013451256410346023,0.29540914
441,LAMP2,0.013456270458312934,-0.47080293,LAMP2,0.013456270458312934,0.47080293
442,UQCR10,0.013469649328402597,-0.21318732,UQCR10,0.013469649328402597,0.21318732
443,ACP1,0.013705689778061974,-0.30784938,ACP1,0.013705689778061974,0.30784938
444,JCHAIN,0.01373970637509326,0.08789747,JCHAIN,0.01373970637509326,-0.08789747
445,DERL1,0.013928133739747448,-0.33024463,DERL1,0.013928133739747448,0.33024463
446,IGLV2-23,0.014110120596280303,-3.1537807,IGLV2-23,0.014110120596280303,3.1537807
447,BTG2,0.014396791747605761,-0.20441557,BTG2,0.014396791747605761,0.20441557
448,SSBP1,0.014460793851610696,-0.29983124,SSBP1,0.014460793851610696,0.29983124
449,HLA-DPA1,0.014501815324707982,-0.4192165,HLA-DPA1,0.014501815324707982,0.4192165
450,YIPF2,0.014728367507302166,-0.37751698,YIPF2,0.014728367507302166,0.37751698
451,PGRMC2,0.014741044709395341,-0.40248153,PGRMC2,0.014741044709395341,0.40248153
452,ANAPC5,0.014840986381469148,-0.37283403,ANAPC5,0.014840986381469148,0.37283403
453,NUDC,0.015131420477006852,-0.38273138,NUDC,0.015131420477006852,0.38273138
454,TXNDC17,0.015168538892961932,-0.30850825,TXNDC17,0.015168538892961932,0.30850825
455,ATRX,0.015263554011017713,-0.43767622,ATRX,0.015263554011017713,0.43767622
456,COX7C,0.01528785720326164,-0.09880459,COX7C,0.01528785720326164,0.09880459
457,RHEB,0.01550812347777695,-0.39658758,RHEB,0.01550812347777695,0.39658758
458,PCMT1,0.015540359266733588,-0.49001834,PCMT1,0.015540359266733588,0.49001834
459,HINT1,0.015635512403827382,-0.13257234,HINT1,0.015635512403827382,0.13257234
460,WBSCR22,0.01568902174934095,-0.31949517,WBSCR22,0.01568902174934095,0.31949517
461,UBE2B,0.015869840315999667,-0.38076428,UBE2B,0.015869840315999667,0.38076428
462,VOPP1,0.015912423276094784,-0.2666104,VOPP1,0.015912423276094784,0.2666104
463,PYURF,0.016017371327159302,-0.39116436,PYURF,0.016017371327159302,0.39116436
464,SHFM1,0.016062255896977323,-0.21469168,SHFM1,0.016062255896977323,0.21469168
465,COPS9,0.016225151418088987,-0.2910816,COPS9,0.016225151418088987,0.2910816
466,UBE2D3,0.016240928637581753,-0.2350115,UBE2D3,0.016240928637581753,0.2350115
467,GOLGA4,0.01627449999978432,-0.45185435,GOLGA4,0.01627449999978432,0.45185435
468,POLR2I,0.016385519686134064,-0.3560577,POLR2I,0.016385519686134064,0.3560577
469,EDEM2,0.016692240424722952,-0.37555096,EDEM2,0.016692240424722952,0.37555096
470,NDUFS8,0.017049235377856502,-0.21681425,NDUFS8,0.017049235377856502,0.21681425
471,PECAM1,0.01708014440607099,-0.7116012,PECAM1,0.01708014440607099,0.7116012
472,TCEB1,0.017090458335553806,-0.33011383,TCEB1,0.017090458335553806,0.33011383
473,LSM1,0.017377287689827353,-0.34084845,LSM1,0.017377287689827353,0.34084845
474,DNAAF1,0.017689584754274852,-1.116129,DNAAF1,0.017689584754274852,1.116129
475,EAF2,0.017860433452055565,-0.2599963,EAF2,0.017860433452055565,0.2599963
476,NAA38,0.017942091815970233,-0.26538894,NAA38,0.017942091815970233,0.26538894
477,SEC63,0.0180673588260674,-0.34280133,SEC63,0.0180673588260674,0.34280133
478,EMC7,0.01807819348287549,-0.2671061,EMC7,0.01807819348287549,0.2671061
479,YIF1A,0.018344328246496466,-0.29653782,YIF1A,0.018344328246496466,0.29653782
480,ARPC4,0.018397084457437696,-0.5929207,ARPC4,0.018397084457437696,0.5929207
481,IGHG2,0.018660633674132673,-1.4400482,IGHG2,0.018660633674132673,1.4400482
482,SLC35B1,0.01873653759684719,-0.30590096,SLC35B1,0.01873653759684719,0.30590096
483,NDUFB8,0.01925713462162355,-0.20858179,NDUFB8,0.01925713462162355,0.20858179
484,VCP,0.01952214193404756,-0.40891635,VCP,0.01952214193404756,0.40891635
485,CYB561D2,0.019561585996293207,-0.72703564,CYB561D2,0.019561585996293207,0.72703564
486,PCBP1,0.01962437553683491,-0.29506332,PCBP1,0.01962437553683491,0.29506332
487,SH3BGRL,0.01963602252739957,-0.4794656,SH3BGRL,0.01963602252739957,0.4794656
488,PAIP2,0.01969201216053347,-0.2424212,PAIP2,0.01969201216053347,0.2424212
489,TMEM14C,0.019809105194738146,-0.252985,TMEM14C,0.019809105194738146,0.252985
490,FOSB,0.01993624806559642,-0.2653339,FOSB,0.01993624806559642,0.2653339
491,HEXB,0.02024047295881353,-0.50668275,HEXB,0.02024047295881353,0.50668275
492,TMED5,0.020269200634832986,-0.43596038,TMED5,0.020269200634832986,0.43596038
493,IFT20,0.020430251497539652,-0.35838857,IFT20,0.020430251497539652,0.35838857
494,ST6GALNAC4,0.02055843949524393,-0.48605314,ST6GALNAC4,0.02055843949524393,0.48605314
495,ALDOA,0.02058998874585827,-0.201146,ALDOA,0.02058998874585827,0.201146
496,EEF2,0.02073859200262064,-0.10883453,EEF2,0.02073859200262064,0.10883453
497,MRPL23,0.020932434337153007,-0.2381525,MRPL23,0.020932434337153007,0.2381525
498,DUSP5,0.021317350282347377,-0.43132365,DUSP5,0.021317350282347377,0.43132365
499,YY1,0.021457924862222554,-0.50286514,YY1,0.021457924862222554,0.50286514
500,BET1L,0.021657607645865284,-0.5790578,BET1L,0.021657607645865284,0.5790578
501,TUBA4A,0.021874260721854052,-0.46365315,TUBA4A,0.021874260721854052,0.46365315
502,CEBPB,0.022396710992673173,-0.60812473,CEBPB,0.022396710992673173,0.60812473
503,ZNF24,0.02242808619382261,-0.64235914,ZNF24,0.02242808619382261,0.64235914
504,LSM3,0.02253294632346523,-0.24755983,LSM3,0.02253294632346523,0.24755983
505,CFLAR,0.022540827984033226,-0.23692805,CFLAR,0.022540827984033226,0.23692805
506,GLT8D1,0.022820855712422213,-0.5093535,GLT8D1,0.022820855712422213,0.5093535
507,NDUFA2,0.022863385517693808,-0.22273172,NDUFA2,0.022863385517693808,0.22273172
508,NDUFB5,0.023136135090126714,-0.31786543,NDUFB5,0.023136135090126714,0.31786543
509,ITM2A,0.02321419556688141,-0.5863571,ITM2A,0.02321419556688141,0.5863571
510,COX5B,0.023408990265216072,-0.15512396,COX5B,0.023408990265216072,0.15512396
511,SOD1,0.023460630422210728,-0.24837077,SOD1,0.023460630422210728,0.24837077
512,RBM3,0.023474236359198805,-0.23742099,RBM3,0.023474236359198805,0.23742099
513,H1FX,0.023561476631498778,0.21345961,H1FX,0.023561476631498778,-0.21345961
514,DDT,0.023580597902118475,-0.25521982,DDT,0.023580597902118475,0.25521982
515,TFG,0.02416053128377532,-0.44871354,TFG,0.02416053128377532,0.44871354
516,S100A6,0.024463568837641864,-0.37859288,S100A6,0.024463568837641864,0.37859288
517,PFDN5,0.02455681819964238,-0.11405669,PFDN5,0.02455681819964238,0.11405669
518,SLC52A2,0.024559648738964893,-0.4381359,SLC52A2,0.024559648738964893,0.4381359
519,IGHV3-23,0.0247186107622281,1.9947901,IGHV3-23,0.0247186107622281,-1.9947901
520,RSL24D1,0.024818413965060394,-0.2644548,RSL24D1,0.024818413965060394,0.2644548
521,DDX46,0.02493863832871518,-0.36192223,DDX46,0.02493863832871518,0.36192223
522,BTN3A2,0.025114147893031683,-0.3607964,BTN3A2,0.025114147893031683,0.3607964
523,CD164,0.025145910697600145,-0.2958348,CD164,0.025145910697600145,0.2958348
524,TMEM179B,0.025148799948911064,-0.30951765,TMEM179B,0.025148799948911064,0.30951765
525,SLC50A1,0.025386698579589896,-0.4512417,SLC50A1,0.025386698579589896,0.4512417
526,SDF4,0.02541001212816153,-0.31935814,SDF4,0.02541001212816153,0.31935814
527,NDUFS5,0.02569711000105153,-0.17977515,NDUFS5,0.02569711000105153,0.17977515
528,B9D1,0.026183837154181475,-0.5300868,B9D1,0.026183837154181475,0.5300868
529,CALM2,0.026360878775173784,-0.2510405,CALM2,0.026360878775173784,0.2510405
530,FRG1,0.026648119446764148,-0.4400841,FRG1,0.026648119446764148,0.4400841
531,NDUFA5,0.026791224811478515,-0.48687243,NDUFA5,0.026791224811478515,0.48687243
532,NAXE,0.026907411724580735,-0.31001434,NAXE,0.026907411724580735,0.31001434
533,SRPRA,0.02694725962549452,-0.3289401,SRPRA,0.02694725962549452,0.3289401
534,TMEM167A,0.0270979138109939,-0.32017913,TMEM167A,0.0270979138109939,0.32017913
535,LRRC59,0.027153438457035797,-0.381293,LRRC59,0.027153438457035797,0.381293
536,FUOM,0.027286478281244485,-0.58973235,FUOM,0.027286478281244485,0.58973235
537,PSMG2,0.027591788633396248,-0.61536103,PSMG2,0.027591788633396248,0.61536103
538,DNAJC10,0.028169802394220376,-0.70861876,DNAJC10,0.028169802394220376,0.70861876
539,EID1,0.02839364378626285,-0.29265922,EID1,0.02839364378626285,0.29265922
540,CFL1,0.028661039841830622,-0.17500462,CFL1,0.028661039841830622,0.17500462
541,ACTR10,0.028959962015090074,-0.9933557,ACTR10,0.028959962015090074,0.9933557
542,IGLV2-8,0.029396841774813116,-2.9594955,IGLV2-8,0.029396841774813116,2.9594955
543,ELL2,0.02957251004863877,-0.35623243,ELL2,0.02957251004863877,0.35623243
544,GADD45GIP1,0.029960144464663597,-0.17711212,GADD45GIP1,0.029960144464663597,0.17711212
545,SF3B6,0.030331755448792738,-0.26300672,SF3B6,0.030331755448792738,0.26300672
546,XRN1,0.030372533386747426,-0.6246579,XRN1,0.030372533386747426,0.6246579
547,NME3,0.03040655097015115,-0.42891878,NME3,0.03040655097015115,0.42891878
548,UQCRB,0.030454230570425445,-0.12882073,UQCRB,0.030454230570425445,0.12882073
549,PEBP1,0.030519041313791045,-0.21030895,PEBP1,0.030519041313791045,0.21030895
550,RAC2,0.030580550209027637,-0.2286597,RAC2,0.030580550209027637,0.2286597
