,0_n,0_p,0_l,1_n,1_p,1_l,8_n,8_p,8_l,9_n,9_p,9_l
9497,ANKRD42,0.7227157967981075,-0.44755673,RP11-111F5.4,0.8827739332261964,-0.32120922,ZNF142,0.5260467733735871,1.0678768,TMED5,0.9071280556820315,-0.1277168
9498,C5ORF30,0.722721386754104,-0.116610765,PEX11A,0.8828428265876609,1.3204645,BRPF3,0.5260467733735871,1.3619273,ATP13A3,0.9072856795346969,0.062314685
9499,BCL2L10,0.7236103778174454,-4.1651087,ZBTB45,0.8829117208353309,-0.0728733,LSM11,0.5260991416834946,1.2043087,LRRC34,0.9072856795346969,0.14339957
9500,SDCCAG3,0.7236103778174454,0.0396501,RP11-486I11.2,0.8829555630904806,1.4646485,ZNF71,0.5260991416834946,0.5650653,PAXBP1,0.9073341799165363,-0.35068226
9501,KDF1,0.7236327471874209,-3.9463732,SSBP4,0.8830808286517797,0.2859471,RP11-572O17.1,0.526343562352972,0.35663694,UBAC1,0.9073341799165363,0.22607008
9502,PKIB,0.7236774866355724,-3.3872488,RYR1,0.8832499417967459,2.2568924,FHOD3,0.526500720554845,3.8999221,POM121C,0.9073705554296636,-0.20251086
9503,MEIG1,0.7236998567137136,-2.8947341,NARFL,0.8832624689081352,0.25112507,ZNF274,0.5265269159184494,-0.7155328,XCL1,0.9074311817165525,-22.455765
9504,TSPOAP1,0.7236998567137136,-3.11401,SIGMAR1,0.8833125776455885,0.46917328,LINC00937,0.5265880410220637,3.0844085,XXBAC-BPG181B23.7,0.9074311817165525,-22.610422
9505,E2F7,0.7236998567137136,-3.2437928,ZFP64,0.8834127965209514,-0.20958084,RP11-254F7.4,0.5265880410220637,2.8345788,DUSP7,0.9074311817165525,-22.52658
9506,MAPK10,0.7236998567137136,-3.3356938,AMDHD1,0.8835004895676167,1.3808628,RP11-110I1.14,0.5265880410220637,2.9812276,FA2H,0.9074311817165525,-22.616348
9507,MAP3K6,0.7238117106443771,-0.6585032,GS1-124K5.11,0.8836132398679706,-0.26356852,ZNF708,0.5281435818406388,-0.5818197,PXYLP1,0.9074311817165525,-22.382523
9508,ZYG11B,0.7238452679738498,0.060643762,WRN,0.8836445598143443,0.40074033,SLC2A6,0.5282835203288464,-0.5070516,CTA-212A2.4,0.9074311817165525,-23.024548
9509,CBY1,0.7239459431467777,-0.29630983,DUOX1,0.8837698414180113,0.2701432,PPP5D1,0.5283797389946796,0.7994794,LINC00618,0.9074311817165525,-22.693518
9510,DDHD2,0.7239906892010591,0.3895298,RP11-203E8.1,0.8838387475392316,1.0158919,RP11-95D17.1,0.5285109606493006,1.6634674,MESP1,0.9074311817165525,-22.050629
9511,KIAA1033,0.7244493906125531,0.28055745,XXBAC-BPGBPG55C20.2,0.8839389761932368,-0.10856433,ZBED6CL,0.5285284581236723,1.5813414,NR2F6,0.9074311817165525,-22.27819
9512,ZNF708,0.7248466388364554,0.1768897,DNM3,0.8840078844705473,2.251693,PTPRK,0.5291585635973521,-2.7116857,CXCL10,0.9074311817165525,-22.286938
9513,ZSCAN26,0.7249921285530728,0.16300698,CC2D1B,0.8841018517173278,-0.15610701,TNFRSF10A,0.5300781519537446,-0.6290777,SYNJ1,0.9074311817165525,-22.347462
9514,TMEM108,0.7251879957735399,-22.870125,MANEAL,0.8841081162584324,2.018308,ZNF548,0.5303235125608878,-0.003654326,NBPF10,0.9074311817165525,-22.72127
9515,B4GALT2,0.7251879957735399,-22.399738,KMT2B,0.8841519682490325,0.05519659,RP11-1000B6.3,0.530349804617823,-0.70772326,ZNF20,0.9074311817165525,-22.153524
9516,OLFM2,0.7251879957735399,-22.402525,GOLGA8Q,0.8841582328480947,1.7114769,ZNF410,0.5306653609239885,1.0568674,C8ORF58,0.9074311817165525,-22.519852
9517,RYR1,0.7251879957735399,-22.79303,RP11-93G5.1,0.8841832913167693,1.505322,AMMECR1L,0.5308231748072495,0.51970935,GPR174,0.9074311817165525,-22.623976
9518,CTD-2509G16.5,0.7251879957735399,-23.33595,TRIM35,0.8841895559520424,-0.1875841,MAPK12,0.5310336303593092,3.3528595,TM6SF1,0.9074311817165525,-22.597187
9519,POU4F1,0.7251879957735399,-22.619654,RP11-81A22.5,0.8841958205945566,1.4534683,MIR940,0.5310687103995062,3.346362,CABP4,0.9074311817165525,-22.775974
9520,CTTN,0.7251879957735399,-22.624725,ZNF592,0.8844840019710859,0.12221637,SHROOM3,0.5310687103995062,3.3478417,ZNF558,0.9074311817165525,-22.65973
9521,TPRN,0.7251879957735399,-22.705017,ETV3,0.8845403870727275,0.3743693,RP11-197K3.1,0.5322094512749771,1.1198661,ZNF749,0.9074311817165525,-22.716978
9522,MTRNR2L8,0.7253111215164225,0.111843385,FAM213B,0.8845654473056228,-0.06682378,NCR3,0.5322533506914761,-0.67114335,LEF1,0.9074311817165525,-22.122738
9523,SPATA2L,0.7253223151179644,-0.37181792,MED13,0.884653159030045,0.17975998,OPN3,0.5324289666913675,-1.6197622,SYT5,0.9074311817165525,-22.813938
9524,DCUN1D2,0.7253726870511441,-0.47885746,CFAP54,0.8846907502018923,2.4887953,SNHG23,0.5325782633510958,0.8153766,RARG,0.9074311817165525,-22.476688
9525,PRPF39,0.7255741866643406,0.2282518,WNT3,0.8846907502018923,2.3708124,RRP12,0.5328329947800916,0.23282062,ZNF496,0.9074311817165525,-22.457918
9526,RBM43,0.7257533133819727,0.09852169,SLC44A5,0.8847158111273317,2.2707927,IGLV6-57,0.5328593498249281,0.73822117,PCAT29,0.9074311817165525,-22.108694
9527,CDK5R1,0.7257980974059123,-0.06806514,C19ORF12,0.884722076376714,0.1465328,FAM41C,0.5329823487533758,0.5154327,AVPI1,0.9074311817165525,-22.5246
9528,RBM48,0.7258092935583921,0.1745064,RP11-162A12.2,0.8847909945955761,1.8385309,LYSMD4,0.5330087075348535,1.7165067,CARNS1,0.9074311817165525,-22.7646
9529,BRAF,0.7259324551023683,0.32090932,KNOP1,0.8848035252744901,0.15178479,B4GAT1,0.5330438536024295,1.4098845,QPRT,0.9074311817165525,-21.980604
9530,KRTAP4-11,0.7260724200045848,2.1121175,PRAME,0.8848285867187538,1.7597932,FIZ1,0.5330790008420698,1.3694773,ZNF317,0.9074675577475684,-0.048717618
9531,POU5F2,0.7261340074596527,-0.083277345,TMEM68,0.884922568160774,0.30402884,HIST1H4E,0.5336327244210013,-0.31570134,KANSL1L,0.9075039339726539,0.331265
9532,ZBTB6,0.7261620023427346,-0.21901037,POFUT1,0.8849288336478232,-0.11350016,PRKCZ,0.5336590994581474,-0.09656177,FTX,0.9075524359078567,0.2380535
9533,TRIM32,0.7262291915544465,-0.20092879,KDM6A,0.884972692258619,0.054208096,ZNF736,0.5343714743568999,0.14393714,UTP15,0.9075645614455237,-0.43078917
9534,DDX31,0.7262515884264666,-0.1801887,CASC3,0.8851857248076991,0.2536166,MTERF2,0.5347586445189062,0.018737761,PPRC1,0.9075766870047315,-0.58584607
9535,BRPF3,0.7265875695804292,-0.7637138,GOLIM4,0.885223319648936,0.24641638,HK2,0.5350755253247443,0.95408744,PGAM5,0.9076009381877587,-0.5324149
9536,ZNF142,0.7265875695804292,-0.6919697,KLK2,0.8852609147485558,5.5853615,ZBTB6,0.5351635645699031,0.4906135,WARS,0.9076009381877587,0.0255273
9537,C1ORF74,0.7266099701948104,-0.6433988,FAM189B,0.8853173078822713,-0.06603234,ALS2,0.5352340012236211,0.5814131,PKIA,0.9076130638115724,0.06448765
9538,SCFD2,0.7266603724317854,-0.0029559291,PHGR1,0.8853235738218801,3.1437652,CTC-444N24.8,0.5352340012236211,0.92918575,TMEM120A,0.9076979437809427,0.29730684
9539,ARL15,0.7270580315463735,-0.023389611,MMS19,0.8854864907676447,0.5311636,POU4F1,0.5354453392200484,3.615167,MED16,0.9078555808053568,0.27195233
9540,IRAK3,0.7271476550242928,2.466296,RPP14,0.8856055485205269,0.03586505,MSH5,0.5356038703084804,2.9664688,ARHGAP27,0.907891959095814,-0.05236544
9541,CCRL2,0.7273605257444636,-0.12581155,NBPF9,0.8856180810658416,0.11270634,DNAJB5,0.5356567192589564,2.743445,FBXL15,0.9079162113967832,-0.15057732
9542,CTNS,0.7273829344130519,-0.5320786,TFE3,0.8858186056799866,0.05439918,RP11-421M1.8,0.535674336159529,3.0496874,RP11-706O15.1,0.9079647162562154,0.44702557
9543,DHX58,0.7275061862572691,-0.2992628,PIGK,0.8858812711220275,0.20779797,MTMR8,0.535674336159529,2.969764,UBE2D4,0.9079647162562154,0.019141788
9544,CTC1,0.7278871910605497,-0.23867491,WDR83OS,0.8859439372777419,0.08304808,ZNF383,0.5363968802858381,-0.15069824,CPT2,0.9079889688146335,0.22044311
9545,TRIM61,0.7280496988682735,-0.79302996,ARL10,0.8860191376061037,-0.28994185,FLJ37035,0.5374639684343755,0.6264801,TRIM52,0.9081102328928488,-0.35903582
9546,DUS4L,0.7281393635828258,-0.023208749,TXNDC12,0.8861194063071943,0.11887466,RP11-686F15.2,0.5376316245551642,1.334108,TRMT61A,0.9081587391239079,-0.42007247
9547,C17ORF49,0.7282178232603432,-0.39348522,IFT74,0.8861758082528894,-0.008808052,ABCD2,0.5376492740957189,1.5372632,NELFA,0.9083285136283005,0.06077347
9548,TRMT5,0.7288736332774257,-0.35592338,ZBTB39,0.8861820751713424,-0.14264114,ZBTB22,0.5378257855042677,0.36915767,C7ORF26,0.9084497836956202,0.0844583
9549,DHX35,0.7292212370147315,-0.8724502,CERS2,0.8862322107751885,0.19727784,HS1BP3,0.5379140521181127,0.22326228,DHX58,0.9084740379652111,0.38738796
9550,ABHD4,0.7292773073487143,-1.1120949,NCOR2,0.8864452921693158,0.51780915,MAPK8IP3,0.538037637593801,0.24032313,COQ7,0.9087772235270053,-0.14402226
9551,ARHGEF10,0.7292997358877286,-1.0436355,ZNF487,0.8864640938631773,-0.23926526,P2RY14,0.5381700664164484,-2.6258118,FTSJ1,0.9089712692628522,-0.12355284
9552,FGGY,0.7299278289628459,0.06887374,DCAF10,0.886545568608258,0.21286523,GDF11,0.538832455788749,-0.8131417,MTIF3,0.9090197815459011,-0.109311394
9553,ZNF316,0.7299502642123604,-0.25847232,SPG11,0.886545568608258,0.08252707,GOLGA8A,0.5388766296078868,0.31523222,ZNF212,0.9090319096696822,0.46794432
9554,SLC6A16,0.730034398456421,-0.19082628,RNASEK,0.8865769053680292,-0.10106801,CLCN6,0.5392300855000274,-0.28947705,BCL7B,0.9090682941682261,-0.10197761
9555,ZNF836,0.7302980401250383,0.16908392,ZNF708,0.8867085216951203,-0.019111965,FCHSD1,0.539530614305189,-0.14124322,PAQR3,0.9091289354229665,0.40808558
9556,ZNF257,0.730387797753826,-0.28374052,MYSM1,0.886978031539481,0.058051508,PTCD2,0.5396013391529682,-0.2827106,MET,0.9091289354229665,2.7156146
9557,RP11-214N9.1,0.731066709297723,-0.904389,UNC13D,0.8870156386041314,0.2287707,ZNF432,0.5399815647259152,0.35410294,CNOT6,0.9091774488080073,0.13685898
9558,RP11-255M2.3,0.7316784711762527,0.4773065,GRPEL1,0.887034442231863,0.2872849,LINC01089,0.5399992528988162,0.49939454,CCNI2,0.909201705627549,2.069135
9559,NKIRAS1,0.7318693309106676,0.8200955,NFXL1,0.8870595138344218,-0.10107944,RP11-206L10.9,0.540034630114433,0.25747833,PURB,0.9092259625317415,-0.31099254
9560,TRABD2A,0.7319479250358263,-0.042882968,CDPF1,0.8870908534965586,0.42913532,CD274,0.5400700084897503,3.1698914,ZNF788,0.9092259625317415,2.166631
9561,MUM1,0.7320265219731399,0.4119355,PRKAB1,0.8871284613241684,0.43841615,TG,0.5401230782270261,2.95255,POFUT2,0.9092987337520007,-1.2404668
9562,USP18,0.7322230266146342,-0.34376514,SLC5A6,0.8872162139101522,0.27325556,KCTD3,0.5401230782270261,3.2307253,MYCBPAP,0.9092987337520007,1.7745198
9563,CBR3,0.7325093933810771,-0.8047404,ABCC10,0.8875484326446514,-0.00018797275,ARRB1,0.5402115335867583,2.6528044,RP11-307E17.8,0.9092987337520007,2.066657
9564,PTGIR,0.7327789490689015,1.7959713,BRD1,0.8875797750555091,0.044091254,C16ORF95,0.5402115335867583,2.6849706,ZNF674,0.9093229909945727,1.818459
9565,GALNT10,0.7327845651630224,0.17149116,AQP3,0.8875923120690786,0.8407694,ACOT2,0.5402292255282746,2.6190116,SLC16A6,0.9093472483216837,1.6996393
9566,RHBDD1,0.7329642877272682,0.20883736,DDX31,0.8876111176421656,0.48042512,MXRA7,0.540246917759629,2.582112,MEX3A,0.9093715057333109,1.4635398
9567,ZNF333,0.7331103230916469,-0.12867856,VPS18,0.8876988778196416,0.040734746,CH507-254M2.3,0.540246917759629,2.5725338,MIR22HG,0.9094200208100253,1.450498
9568,RP1-34B20.21,0.7331496419558974,0.71198523,C1ORF50,0.8878242518898513,0.106293716,FAM160B2,0.5407070174820994,-0.04304538,NKIRAS1,0.9094200208100253,-0.36117426
9569,EPB41L4A-AS1,0.7332900721858719,0.16514443,CTC-444N24.11,0.8878367894512942,0.0069895675,SDCCAG3,0.5409371407718098,-0.104415275,POLR1A,0.9094200208100253,-1.2990153
9570,C15ORF48,0.7336552325470972,-0.5468152,CTD-2017D11.1,0.8878744023039971,-0.16740325,USP40,0.5411318986959963,0.0019403193,LINC00910,0.9094200208100253,-0.9295561
9571,NR1H3,0.7337732203168716,-1.2251883,TMEM94,0.8878869399776789,0.035141617,POLR1A,0.5418226861894471,0.5695287,ADAM20,0.9094442784750674,1.441994
9572,FBRSL1,0.7337788389389568,-0.38662073,MAP3K3,0.8878932088250395,0.25453594,ATP5G2,0.5418935610614224,0.5496657,RP11-517P14.2,0.9094685362245362,-1.0359567
9573,SUFU,0.7337956948907572,-1.3334911,HMHB1,0.8881126228978411,-21.14137,CEACAM1,0.5420619074194652,0.45621502,IGLV5-45,0.9095655680662305,1.1546872
9574,EPHA4,0.7338294071792855,-1.3423471,KIR2DL3,0.8881126228978411,-21.232841,CH507-9B2.3,0.5420796296061883,1.579391,AC083843.1,0.9095655680662305,1.0943174
9575,RNF32,0.7338294071792855,-1.3232555,GPR137C,0.8881126228978411,-21.504135,DENND5A,0.5421771067989796,0.47015953,MPP1,0.9095898262374966,0.21818924
9576,ETV2,0.7338968332958427,-1.0851943,CFP,0.8881126228978411,-21.439175,PINLYP,0.5421859687954276,1.2411159,RFK,0.9096140844930551,-0.2232735
9577,RP1-315G1.3,0.7339080711814745,-1.1502067,HCN3,0.8881126228978411,-21.696423,TVP23C,0.5422036930050431,1.4573365,CNTLN,0.9096868597652595,1.2958875
9578,MAP2,0.7339193091241117,-1.0606757,OAZ3,0.8881126228978411,-21.035957,ABHD6,0.5424341340218501,0.22125432,C7ORF31,0.9096989890509871,-0.5710098
9579,APLF,0.733930547123752,-1.2779715,PPP1R3G,0.8881126228978411,-21.463228,RASGRF1,0.5424341340218501,0.32437387,SECISBP2L,0.9098445421206478,-0.06233124
9580,RP1-45N11.1,0.7339867379769215,-1.1471294,LINC01102,0.8881126228978411,-21.473467,ZKSCAN8,0.5425582378668408,0.21445377,MTURN,0.9098688012599208,1.3900653
9581,ZNF182,0.7345543454109158,-0.037666325,RP11-433J8.1,0.8881126228978411,-21.23888,IL15,0.5427621534741505,-5.00389,GRAMD1B,0.9098688012599208,1.2363853
9582,S1PR4,0.7348466355243874,0.33966246,RP11-1070N10.5,0.8881126228978411,-21.553282,REL,0.54303705665777,-0.19828072,HEXDC,0.910002228027435,0.029154193
9583,CROT,0.735037769061148,0.025397794,SLAMF8,0.8881126228978411,-21.277515,SEMA4B,0.5431080106705539,-0.6484834,C6ORF99,0.9102084380231465,0.91999894
9584,BEST4,0.7353526130072863,-1.5800132,PTPN13,0.8881126228978411,-20.784697,KDM5D,0.5435515778279285,-0.3399814,ZBTB8A,0.9103540016627697,0.76987475
9585,RP11-44N11.2,0.735408839821374,-1.0365033,ADAM23,0.8881126228978411,-21.578306,ANKAR,0.5439509423577316,-2.4563227,LA16C-431H6.6,0.9104389151758084,0.37802988
9586,AHCYL2,0.735408839821374,-1.4122748,GALNT8,0.8881126228978411,-21.892582,SEPN1,0.5443238142067666,1.062299,C3ORF58,0.9104389151758084,-0.35329232
9587,PAPOLA,0.7354313309439908,0.10880416,LINC00176,0.8881126228978411,-21.532166,CTNND1,0.5446612838918106,0.299029,ZNF3,0.9104631763674673,-0.15291679
9588,RRP12,0.7356056448335375,-0.09309374,VEGFD,0.8881126228978411,-21.260386,ZNF839,0.5446968130622265,0.38013667,JOSD1,0.9104631763674673,0.1712483
9589,CTA-212A2.4,0.7358418337561947,3.4471176,RP11-989E6.10,0.8881126228978411,-21.986126,ZNF282,0.5447145780791798,2.5907128,BCO2,0.910475306994605,0.5756154
9590,RP11-13P5.1,0.7360499256396487,-0.18953401,RP5-1198O20.4,0.8881126228978411,-21.041464,MT1G,0.5447856410251081,2.4288268,CASZ1,0.910475306994605,0.7155681
9591,ZNF582-AS1,0.7363424118275146,1.317365,KBTBD11,0.8881126228978411,-21.46273,KYNU,0.5456209754145105,-1.3062942,ERMN,0.9105238297118118,0.8119172
9592,ZNF230,0.736663065584763,0.12711722,RP11-317L10.1,0.8881126228978411,-22.292604,RNF135,0.5457365503753362,-0.6395121,FASTKD1,0.9106451379644409,-0.46585256
9593,PDE8A,0.7367024472792594,1.2200665,RNF175,0.8881126228978411,-21.27431,DUSP18,0.545878813147377,-0.15745342,TDRD7,0.9107543171727808,1.0150031
9594,IGHV1-2,0.7367868389532195,-1.6556132,APOC1,0.8881126228978411,-21.55082,KLHL15,0.5467505736740037,0.66887426,PTPRG,0.9107664482999867,0.3010387
9595,YJEFN3,0.7368768602378774,-1.3672621,FBXL7,0.8881126228978411,-20.918953,SNAI1,0.5468484673612921,1.2779437,TMEM237,0.9107785794479937,-0.33622786
9596,PRDM10,0.7368881131523715,-1.2378336,MMP23B,0.8881126228978411,-21.638987,KLK1,0.5470976904444538,-1.7801943,RP11-356J5.12,0.9107785794479937,-1.4425418
9597,AC061992.2,0.7369668851333953,0.99578154,MAP1A,0.8881126228978411,-21.896402,RP11-12G12.7,0.5471154942440373,0.2002459,TBX19,0.9107785794479937,-1.4418448
9598,MAP3K9,0.7371525728793631,-0.47646782,CABYR,0.8881126228978411,-22.242493,PPFIBP1,0.5475784936510536,-3.3740041,TSPAN10,0.9107785794479937,-1.7661803
9599,ZNF799,0.7372313541354829,-0.21080601,STRIP1,0.8881690450458973,0.22562806,MAP9,0.5479347788463143,-0.45551673,RAB20,0.9108028418064,-1.4210341
9600,TMEM177,0.7375465067636624,0.025244933,SMAD5,0.8881878525545173,0.31033593,ZNF350,0.5480862347427214,-0.80678654,ZNF77,0.9108513667727026,-1.8505661
9601,TNFSF13B,0.7376027886638092,0.036615364,MIOS,0.8883069682371791,0.22956192,CACTIN,0.54889732082438,0.7349209,FASN,0.9108513667727026,0.85286885
9602,COLCA2,0.7376365584792299,-0.86487114,FOXJ2,0.888388469894577,0.35858774,IPO13,0.5489864872735216,0.7021756,USP21,0.9108513667727026,-1.6489481
9603,PIAS2,0.737912364255602,0.35715252,IGLV6-57,0.8884135475650512,0.71851075,MEGF8,0.5489864872735216,0.5812721,MAN2C1,0.9108756293805542,0.27734795
9604,RP11-452H21.4,0.73825576145036,-2.274541,MAP4,0.8885765551444181,0.12908722,MLLT11,0.5490578255785905,0.61300653,ARL6,0.9108998920715093,-1.3484238
9605,LEF1,0.7382670212594402,-1.840728,ATP6V1E2,0.8885953640146108,0.13388151,FMO4,0.5490578255785905,0.66414446,ZNF175,0.9109241548455456,-1.2317754
9606,GFI1B,0.7382782811246654,-2.2547233,GLIPR1L1,0.8886079032962529,-2.8293285,XKR8,0.5493253849505073,0.2669288,PEX12,0.9109241548455456,-1.4143456
9607,STS,0.7383120610571879,-1.9836326,GNG8,0.888632981943156,-2.7768393,XXBAC-B135H6.18,0.5494502679926347,2.157802,RASSF4,0.9109484177026405,-1.4944464
9608,LINC01410,0.7383233211469704,-2.0747144,POR,0.8886392516223001,-0.0020779278,IGKV1D-8,0.5494502679926347,2.3852944,FAM127B,0.9109848121439688,-0.4065316
9609,SYNJ1,0.7383345812928865,-1.9522101,SYT16,0.8886455213084107,-2.7210965,SLC27A4,0.5494502679926347,1.7916005,GPHN,0.9110697332332103,-1.0310456
9610,NR2F6,0.7383458414949343,-1.8328717,HECA,0.8886455213084107,0.30650032,STARD10,0.549485951432875,0.12571588,HIVEP2,0.9110697332332103,0.29786676
9611,PCDHGA8,0.7383571017531113,-2.0931609,ZNF578,0.8886455213084107,-2.4495463,SP140L,0.5502712760731527,-0.8716127,GBP3,0.9111182600260638,-0.016279383
9612,LINC01011,0.7384809682969549,-0.551222,MAGT1,0.8886517910014875,0.11001091,POLR3B,0.5513698710767829,1.3149623,RP11-430H10.1,0.9111182600260638,-1.1130096
9613,RINL,0.7389145546396709,0.4019093,AC083843.1,0.8886580607015301,-2.3541136,ZNF417,0.5514681719087862,0.36846495,TRAF1,0.911203182711162,0.6712055
9614,WNT10A,0.7393482240132165,1.2099285,PXDN,0.8886706001225111,-2.5895717,TECPR2,0.551477108775176,1.2301579,RERE,0.9112881064105685,-0.10392739
9615,HMBOX1,0.7394890435920088,0.39168775,HIST1H3I,0.8886956790480454,-2.0541444,LINC00528,0.5518346417887258,-0.20489389,SPAG4,0.9112881064105685,-0.8636246
9616,AC004540.5,0.7397594416650606,-2.6624608,RPA4,0.8887082185525925,-2.0744135,DIP2B,0.5519240428297864,-1.8735046,GOLIM4,0.9113002384503711,-0.39897323
9617,IGKV1D-8,0.7397932436867274,-2.4383385,CEBPA,0.8887332976452313,-1.7593352,NBPF19,0.5521565188228217,-0.7051225,UNC119B,0.9113608989594945,0.5395041
9618,PEX11A,0.7397932436867274,-2.766273,APBA2,0.8887332976452313,-1.8791794,STX7,0.5523353792181769,-0.33336544,RP11-390F4.3,0.9113730311233215,-0.14489917
9619,PRELID3A,0.739838313830738,-2.0462666,RASGEF1A,0.8887458372333168,-1.3749964,LBH,0.5524427091037545,-0.66038483,CYP20A1,0.9113972955129553,-0.3071475
9620,AC022182.1,0.739877750939571,-0.659811,FAM83G,0.8887458372333168,-1.8754333,RBM43,0.5534986644717528,-0.37130323,UBN1,0.9114700891774944,-0.05349731
9621,MFSD13A,0.740029871907393,-0.20234966,ZNF788,0.8887458372333168,-1.5746478,RP11-196G18.24,0.553507617469853,0.9410809,TMEM25,0.9114822215271686,-0.55837566
9622,HSP90AB1,0.7400862155874378,-0.21435906,IER3,0.8887646466676439,0.052865878,HIST1H4J,0.5540449271507765,2.1203659,TOP3B,0.9115307511321938,-0.60042775
9623,CHST10,0.7409371745193183,-0.74910265,PDZD8,0.8888085355912807,-0.08281642,MOK,0.5540449271507765,2.3707979,THAP9,0.9117976698536097,0.39185208
9624,FCRL5,0.7409540842031712,0.37471953,PAFAH2,0.8888963144609694,-0.057069093,AC016700.5,0.5540449271507765,2.0449317,TMEM200A,0.9120403318738463,-21.789034
9625,LINC00324,0.7409653573952563,0.15565224,NDUFA11,0.8888963144609694,0.03479186,CSRNP2,0.5550127274866772,0.027410192,AE000662.93,0.9120403318738463,-22.668781
9626,WDR19,0.741038634499212,-0.6151307,ZC3H10,0.8889339343936533,-0.17684911,TSPAN13,0.5557301488997097,-0.56201446,AKAP6,0.9120403318738463,-22.79507
9627,EFCAB7,0.7410499081083205,-0.03382101,RP11-448A19.1,0.8890279853195476,0.68621016,TTC26,0.5560531361639063,1.2707024,AC093627.9,0.9120403318738463,-22.640774
9628,AP1B1,0.7410611817730226,0.42094195,ZNF317,0.8890781464521563,0.01194406,TECPR1,0.5567532559481945,0.030303301,UNQ6494,0.9120403318738463,-21.731453
9629,ZSCAN29,0.7411908329121659,0.12754773,LZTR1,0.8890906868047108,0.49571145,CPA5,0.5568699843334876,24.2051,GNRH1,0.9120403318738463,-22.139544
9630,HINFP,0.7412190189149312,0.3319493,FCGBP,0.8891283080288903,-1.9872351,ADGRE1,0.5568699843334876,23.709452,RP11-252A24.3,0.9120403318738463,-22.837326
9631,SLC35D2,0.7412866667382837,-3.8290796,CLDND2,0.8891784700495516,-1.7820791,PGLYRP2,0.5568699843334876,23.635092,HIST1H3A,0.9120403318738463,-22.403643
9632,CCDC121,0.7412866667382837,-0.7493824,TTLL7,0.8892286325139419,-1.5706624,GPC1,0.5568699843334876,23.881327,SLC29A2,0.9120403318738463,-22.51867
9633,ATAD3C,0.7413092164571318,-3.5523586,NPHP4,0.8892662546533125,-1.4714372,KRT86,0.5568699843334876,24.289536,ZNF597,0.9120403318738463,-22.58382
9634,FCGR3A,0.7413204913998701,-3.4971538,KIAA0232,0.889285065816529,0.10776537,IL21,0.5568699843334876,23.883032,NEURL1,0.9120403318738463,-22.247082
9635,TAT,0.7413204913998701,-3.184741,USP42,0.8892976066266406,0.07530213,FGFBP2,0.5568699843334876,24.720566,SLC12A7,0.9120403318738463,-22.583153
9636,CASS4,0.7413317663981485,-2.4957952,TTLL11,0.8893289587731165,-1.0381123,B4GALT6,0.5568699843334876,23.741016,DMKN,0.9120403318738463,-22.701689
9637,TG,0.7413317663981485,-3.0123098,NRSN2,0.889354040614931,-0.9634318,ATP10A,0.5568699843334876,23.691517,CLU,0.9120403318738463,-21.609186
9638,NPPC,0.7413317663981485,-3.0276687,OLFM2,0.8893665815773744,-1.0296881,RP11-356I2.1,0.5568699843334876,23.955702,SUCLG2-AS1,0.9120403318738463,-22.372078
9639,CLEC7A,0.7413317663981485,-2.7370813,C1ORF198,0.8893665815773744,-1.0123498,NUAK2,0.5576694449435746,-1.7424853,NR3C2,0.9120403318738463,-22.873951
9640,CD274,0.7413317663981485,-3.0583827,EML2,0.8896926563098368,0.46527264,NMNAT1,0.55830761714429,-0.31136304,ERP27,0.9120403318738463,-22.537743
